,id,email,gender,age,spending_beverage,spending_bakery,spending_canned,spending_frozen,spending_meat,spending_fruit_vege,spending_cleaner,spending_paper,cluster
732,733,bchungkc@barnesandnoble.com,Male,70,49.78,73.3,10.37,11.84,78.7,90.66,8.35,28.12,2
733,734,bdzeniskevichkd@goodreads.com,Female,48,17.68,3.34,29.99,91.26,144.65,179.89,18.29,0.46,1
734,735,cmanonke@flavors.me,Male,66,11.3,45.07,13.4,6.37,65.76,70.38,27.48,59.0,2
735,736,chenlonkf@irs.gov,Female,41,3.58,54.75,46.94,55.6,22.19,42.43,38.36,8.58,2
736,737,dbenesevichkg@soup.io,Female,67,15.06,6.88,18.15,36.12,19.2,217.16,33.16,33.56,5
737,738,esneadkh@foxnews.com,Male,51,29.01,29.66,46.24,22.31,68.62,228.47,21.18,41.57,5
738,739,wgilliki@loc.gov,Male,21,21.77,43.71,43.2,26.91,38.99,202.11,48.43,62.24,5
739,740,kdobbiekj@4shared.com,Male,63,1.57,46.45,27.39,20.92,178.9,13.05,7.86,51.26,2
740,741,tdumberrillkk@homestead.com,Female,46,15.71,26.13,47.25,80.24,48.88,197.35,32.48,18.72,5
741,742,lwoottonkl@flavors.me,Male,57,48.59,39.44,33.56,98.47,170.82,181.29,34.25,37.95,1
742,743,gethridgekm@geocities.jp,Male,51,37.72,2.97,44.15,88.23,25.18,194.42,49.79,49.61,5
743,744,lmcclellandkn@smugmug.com,Male,58,17.47,51.32,42.82,61.36,166.52,245.63,22.24,73.35,1
744,745,mklosterko@free.fr,Male,21,5.87,20.55,38.48,43.05,64.17,169.3,36.85,20.06,5
745,746,cjirousekkp@cnn.com,Female,35,34.96,48.36,2.5,92.09,199.94,76.84,31.84,45.42,2
746,747,rtycekq@liveinternet.ru,Female,41,14.48,39.35,13.12,60.29,162.43,8.35,48.92,7.24,2
747,748,ikenninghamkr@wired.com,Male,30,25.45,52.64,3.68,3.55,88.6,164.64,2.73,39.7,5
748,749,atreweelaks@jalbum.net,Male,41,11.33,25.19,32.43,49.57,164.66,76.12,16.69,15.85,2
749,750,aseadonkt@vinaora.com,Female,36,7.99,50.72,45.48,13.77,169.32,148.48,15.29,18.45,1
750,751,rantoinetku@feedburner.com,Male,58,13.59,53.53,18.92,85.04,43.74,232.84,26.78,33.82,5
751,752,sknevetkv@unc.edu,Female,42,43.08,8.36,7.08,50.76,120.43,202.13,12.38,65.04,1
752,753,pskillanderskw@usnews.com,Female,52,19.6,15.31,32.97,78.95,153.71,160.09,39.48,17.34,1
753,754,gtoomerkx@themeforest.net,Female,49,25.02,10.74,27.58,72.7,167.55,14.39,47.23,21.36,2
754,755,agowansonky@example.com,Male,32,25.49,3.21,45.72,63.19,12.97,131.8,8.37,58.02,5
755,756,salldaykz@liveinternet.ru,Female,22,22.47,19.36,45.76,43.63,28.65,0.72,28.9,18.98,2
756,757,atomaszewiczl0@about.me,Female,69,19.17,59.93,39.64,47.24,120.37,229.79,17.22,52.13,1
757,758,jtighel1@mit.edu,Male,40,24.68,5.6,7.49,21.5,138.16,113.6,23.42,46.62,1
758,759,mlambrichtl2@123-reg.co.uk,Male,60,50.0,61.73,8.54,96.77,144.63,44.51,6.24,53.06,2
759,760,adjokovicl3@photobucket.com,Male,29,24.65,24.42,5.86,6.02,190.3,83.11,7.3,69.88,1
760,761,gyedyl4@technorati.com,Male,29,15.97,24.35,37.4,84.2,45.4,137.0,2.0,69.78,5
761,762,jitscowicsl5@sakura.ne.jp,Male,57,29.21,36.41,12.07,37.72,8.08,205.05,3.63,40.85,5
762,763,elallyl6@webmd.com,Male,52,8.74,31.94,17.15,77.17,23.24,103.15,32.91,47.48,5
763,764,akrystofl7@forbes.com,Male,65,5.87,4.74,39.69,9.69,134.57,165.5,46.31,39.32,1
764,765,bcearleyl8@bloglines.com,Female,57,3.32,14.78,3.44,80.96,75.88,164.41,5.82,53.16,5
765,766,hstannisl9@technorati.com,Female,70,2.82,16.34,18.93,4.8,85.3,204.12,24.45,36.76,5
766,767,cdonsonla@wikipedia.org,Female,37,19.24,31.14,17.98,58.9,96.11,122.96,47.98,42.64,5
767,768,lstapyltonlb@so-net.ne.jp,Female,31,31.86,24.19,0.17,57.58,155.46,174.79,41.4,25.47,1
768,769,akinnylc@wufoo.com,Female,40,16.44,35.64,25.13,11.44,106.01,214.87,30.5,41.25,1
769,770,rkordtld@youtu.be,Male,38,37.25,35.54,4.34,24.7,59.16,236.86,49.35,12.67,5
770,771,lespositale@newsvine.com,Female,37,36.02,17.18,38.49,35.24,87.63,185.33,44.88,70.47,5
771,772,gmortonlf@cnbc.com,Female,28,22.84,72.54,48.11,96.05,33.02,113.83,13.38,45.5,5
772,773,mblondellg@china.com.cn,Female,52,38.61,68.31,24.15,59.75,136.56,206.74,38.31,33.51,1
773,774,lhaddowlh@github.io,Female,55,22.46,41.93,30.02,53.96,89.57,37.47,6.26,35.13,2
774,775,rpettipherli@bloglines.com,Male,46,29.76,6.59,9.68,8.96,178.04,108.41,34.33,56.85,1
775,776,lkubachlj@nps.gov,Male,58,0.83,0.8,23.76,37.36,192.31,69.12,23.31,34.69,2
776,777,asparwelllk@businessinsider.com,Female,31,23.5,61.12,41.26,69.71,50.92,47.47,17.42,61.11,2
777,778,dminerll@spotify.com,Male,56,32.93,60.92,5.15,61.03,160.83,2.2,0.58,11.53,2
778,779,hwanelllm@rediff.com,Male,60,36.03,45.46,21.82,48.31,67.98,145.73,38.03,56.89,5
779,780,rdemerln@homestead.com,Female,32,10.94,69.6,25.96,23.88,69.97,95.39,34.78,31.91,2
780,781,jcaldicotlo@ucsd.edu,Female,31,1.2,0.52,21.24,3.89,47.41,36.04,21.32,11.83,2
781,782,ecavendishlp@nydailynews.com,Male,56,42.92,20.11,25.47,43.52,145.46,222.54,22.35,67.82,1
782,783,gadacotlq@amazon.co.uk,Male,52,23.55,31.26,42.29,13.91,85.31,106.07,21.18,60.72,2
783,784,cilyinlr@posterous.com,Female,60,27.18,16.39,11.42,76.69,74.24,21.31,28.99,9.65,2
784,785,rtraicels@yale.edu,Male,59,37.79,50.14,19.99,73.94,18.9,163.73,15.56,32.35,5
785,786,wbowringlt@va.gov,Male,56,29.07,13.04,32.52,81.03,111.12,249.5,23.36,22.67,1
786,787,kmathiasenlu@unc.edu,Female,32,17.33,59.58,43.03,90.97,29.47,49.71,31.15,71.99,2
787,788,hfantonlv@studiopress.com,Male,20,21.76,0.34,3.52,56.62,187.48,13.17,23.5,25.02,2
788,789,ueallislw@cloudflare.com,Female,31,40.68,67.01,4.56,1.65,186.2,204.44,24.28,58.32,1
789,790,ccoreylx@msn.com,Female,54,5.94,9.62,42.12,88.01,144.52,73.87,12.22,58.34,2
790,791,bmenaully@loc.gov,Male,35,7.08,44.57,12.14,90.47,92.12,209.88,21.69,45.75,5
791,792,ctrumanlz@fema.gov,Male,36,26.33,15.45,24.29,46.85,88.33,82.08,46.6,34.99,2
792,793,tjobernem0@ow.ly,Male,57,36.55,21.44,8.95,99.87,44.54,92.9,17.67,58.98,2
793,794,spostinsm1@mozilla.com,Male,59,10.38,63.07,35.96,93.66,78.99,164.39,35.66,71.37,5
794,795,kbalkm2@umn.edu,Male,21,11.85,46.43,36.93,37.18,60.71,0.2,33.11,63.84,2
795,796,gdunckleym3@cisco.com,Male,21,31.01,22.79,5.86,47.59,31.65,84.19,6.41,70.24,2
796,797,aflamankm4@aboutads.info,Male,48,28.18,8.38,30.4,8.46,146.24,141.22,22.43,17.31,1
797,798,alamontm5@senate.gov,Male,33,16.18,5.94,25.96,30.8,107.71,106.66,28.77,10.14,2
798,799,fchildsm6@oaic.gov.au,Female,67,7.69,73.09,36.93,47.23,132.75,104.84,31.05,1.34,2
799,800,bdepaolim7@guardian.co.uk,Male,68,10.03,49.52,14.95,76.52,105.39,203.16,7.2,31.81,1
800,801,pmitrovicm8@google.co.uk,Male,58,37.18,43.58,27.78,23.63,64.72,172.59,15.11,18.0,5
801,802,cvanyukhinm9@over-blog.com,Female,45,42.24,71.17,44.28,76.42,132.54,239.92,13.89,1.07,1
802,803,jorredma@bloglines.com,Female,44,27.44,21.16,14.67,14.9,15.72,87.82,30.42,40.74,2
803,804,rduthymb@tripadvisor.com,Female,63,17.65,62.66,7.03,47.35,16.72,32.22,47.34,49.75,2
804,805,yshaklemc@amazon.co.jp,Female,62,46.75,13.3,13.81,38.8,120.47,85.17,25.35,70.43,2
805,806,bbartomeumd@vkontakte.ru,Male,67,30.55,55.69,20.28,49.17,140.78,210.24,33.74,73.41,1
806,807,jkeebleme@shinystat.com,Female,21,18.17,13.14,13.45,2.81,80.09,136.55,2.98,61.8,5
807,808,bziehmsmf@apache.org,Female,28,41.27,38.87,23.69,78.76,149.43,12.59,17.24,73.75,2
808,809,zkellawaymg@unblog.fr,Female,70,10.78,42.05,38.78,67.37,42.13,149.83,3.59,45.63,5
809,810,nfeyemh@dailymotion.com,Female,49,31.12,63.99,19.97,95.36,135.77,192.39,23.58,3.62,1
810,811,cmurrthummi@is.gd,Male,27,13.53,12.48,34.41,23.1,174.2,99.98,44.53,4.49,1
811,812,sraemj@tinyurl.com,Female,55,21.41,10.16,30.07,77.12,108.83,105.33,22.04,49.98,2
812,813,bolivellomk@dropbox.com,Male,22,13.03,66.62,34.9,44.95,177.04,84.07,30.48,18.38,2
813,814,mcleverleyml@com.com,Male,44,31.33,60.75,28.39,78.3,179.15,63.19,22.92,28.56,2
814,815,gbruckentalmm@wix.com,Female,56,7.49,61.07,8.97,15.64,109.81,39.68,25.91,41.7,2
815,816,wdoranmn@ycombinator.com,Female,59,49.59,5.84,25.4,84.73,118.41,188.8,25.61,37.15,1
816,817,tbensenmo@baidu.com,Female,66,28.97,1.16,33.98,60.46,56.82,222.71,11.51,73.69,5
817,818,mredfordmp@europa.eu,Male,34,31.09,56.28,13.58,32.61,82.62,79.27,10.59,67.03,2
818,819,bgotchermq@elegantthemes.com,Male,40,6.23,19.75,18.93,33.01,79.7,45.98,10.66,67.6,2
819,820,plillicomr@feedburner.com,Female,39,26.31,48.03,49.78,29.29,86.9,235.81,14.54,57.04,5
820,821,vbachurams@alibaba.com,Male,35,21.42,29.69,3.93,84.27,9.93,61.87,21.65,70.78,2
821,822,fmayhomt@slate.com,Female,37,4.73,10.9,33.9,95.35,136.77,22.58,44.57,17.39,2
822,823,aspottswoodmu@arstechnica.com,Male,64,3.86,60.11,32.76,25.28,69.28,177.53,12.78,74.83,5
823,824,amustardemv@sciencedirect.com,Female,63,3.92,18.09,49.35,54.4,196.55,237.17,19.34,70.46,1
824,825,lstorymw@cocolog-nifty.com,Female,46,24.74,24.8,8.98,52.86,187.69,11.46,43.64,52.83,2
825,826,aconstantinemx@sbwire.com,Male,29,33.48,71.75,46.17,94.05,6.78,64.65,39.86,32.66,2
826,827,bcellemy@a8.net,Male,23,46.48,74.67,24.68,40.37,65.07,0.35,24.15,44.35,2
827,828,rsteadmanmz@ehow.com,Male,31,0.17,11.25,26.58,76.86,157.72,208.59,37.2,66.23,1
828,829,tdenyn0@i2i.jp,Female,57,36.26,71.56,10.29,38.53,67.02,244.56,5.62,41.07,5
829,830,kwikeyn1@storify.com,Female,27,48.09,21.76,28.85,83.05,89.16,132.2,42.03,42.8,5
830,831,adillimoren2@dailymail.co.uk,Female,26,45.38,18.66,16.29,29.48,69.97,30.95,1.81,73.44,2
831,832,vprintn3@reference.com,Female,35,14.75,9.7,5.65,92.68,97.09,19.68,27.35,22.57,2
832,833,dokynsillaghen4@skyrock.com,Male,30,39.17,51.62,13.72,57.38,153.89,133.0,12.95,11.95,1
833,834,bfontellesn5@sitemeter.com,Female,39,21.7,6.34,25.99,0.67,67.63,232.22,26.6,63.49,5
834,835,sbristoen6@yahoo.co.jp,Male,37,12.87,62.67,12.58,6.21,16.1,6.82,5.29,4.54,2
835,836,hgeekinn7@intel.com,Female,28,6.38,70.75,20.54,32.1,92.29,220.04,17.49,41.77,5
836,837,mduigedn8@domainmarket.com,Female,22,15.91,61.24,10.39,1.78,82.31,108.92,8.89,38.33,2
837,838,rsollittn9@newsvine.com,Female,51,22.69,30.02,17.75,65.14,61.14,38.27,24.06,66.89,2
838,839,gsurteesna@house.gov,Female,45,29.78,6.01,24.76,45.03,137.29,15.73,10.11,74.63,2
839,840,adabernottnb@google.co.jp,Male,25,34.99,8.41,36.16,40.92,85.98,182.52,19.21,59.63,5
840,841,btorregianinc@sakura.ne.jp,Male,66,48.23,49.11,38.98,4.8,44.2,185.55,45.64,21.99,5
841,842,emacfadzannd@bbc.co.uk,Female,28,19.61,26.27,30.9,39.1,103.5,93.11,8.98,23.55,2
842,843,mgurgne@angelfire.com,Female,60,14.98,18.05,48.67,0.99,22.27,236.08,11.4,35.63,5
843,844,ahyldennf@privacy.gov.au,Female,25,22.73,37.22,26.55,24.15,174.32,43.81,33.74,71.73,2
844,845,alakinng@washington.edu,Female,70,16.53,63.04,37.31,85.72,37.7,219.11,21.37,30.98,5
845,846,gglandersnh@instagram.com,Male,47,1.56,71.94,46.27,77.64,149.65,192.87,11.38,27.35,1
846,847,ptapendenni@yandex.ru,Female,45,28.1,67.14,44.56,47.84,197.46,14.09,38.92,12.36,2
847,848,jvurleynj@archive.org,Female,54,38.94,50.71,24.65,15.22,125.55,183.24,44.72,52.78,1
848,849,abunchernk@wp.com,Male,33,45.21,5.61,8.3,37.73,129.87,85.84,6.15,37.87,2
849,850,pguerrierinl@cornell.edu,Female,58,31.76,68.62,23.27,26.56,82.62,203.88,10.59,12.76,5
850,851,ptwallinnm@google.nl,Male,47,41.89,73.18,30.49,51.0,135.53,134.13,10.05,31.95,1
851,852,ndittynn@aol.com,Female,53,16.86,24.65,22.36,48.2,171.85,216.79,21.33,10.97,1
852,853,nhellwigno@php.net,Female,20,21.01,61.74,20.91,48.43,93.86,111.35,0.27,68.27,2
853,854,mbreslanenp@un.org,Female,37,13.16,57.5,48.46,40.87,123.33,70.72,12.65,23.25,2
854,855,cwillardnq@unc.edu,Male,21,30.15,19.96,3.36,50.07,4.85,226.57,4.45,67.34,5
855,856,erundlenr@seesaa.net,Female,64,42.78,47.47,8.37,73.04,128.69,98.02,48.16,26.49,2
856,857,wsouthns@google.es,Male,30,30.98,72.59,46.38,76.06,166.31,138.04,38.96,36.73,1
857,858,mkinnochnt@deliciousdays.com,Male,49,21.64,54.26,31.7,54.86,42.11,191.53,16.93,63.26,5
858,859,nloudonnu@mapy.cz,Male,26,2.78,32.08,25.7,74.18,33.95,203.06,46.4,33.29,5
859,860,avincentnv@scientificamerican.com,Male,46,44.57,37.8,41.01,30.87,22.17,132.42,29.97,25.01,5
860,861,nworralnw@twitter.com,Female,38,39.75,73.03,48.01,58.32,0.24,35.85,16.45,31.92,2
861,862,mbrakespearnx@wordpress.org,Female,61,11.0,10.39,25.94,31.89,86.77,64.84,43.73,55.55,2
862,863,sbaitsonny@example.com,Female,30,3.82,6.45,3.13,82.29,48.28,197.28,24.62,1.6,5
863,864,wmcraveynz@blogger.com,Female,57,43.57,20.22,8.71,15.54,45.0,206.89,22.15,48.37,5
864,865,ksemaineo0@google.es,Male,32,19.93,32.87,8.81,92.29,19.23,229.8,21.88,73.44,5
865,866,lstruano1@plala.or.jp,Female,37,20.61,60.03,15.92,67.83,118.66,83.25,17.4,13.79,2
866,867,bgurryo2@toplist.cz,Female,23,34.01,70.4,35.09,29.57,152.99,233.05,18.24,70.44,1
867,868,jcollyero3@dion.ne.jp,Female,36,41.88,62.76,17.34,19.12,0.59,247.26,0.64,24.77,5
868,869,awingroveo4@exblog.jp,Female,25,49.74,48.57,3.72,92.68,48.99,135.68,34.28,46.46,5
869,870,rrulteno5@qq.com,Male,44,20.01,4.38,22.03,19.09,145.65,62.66,6.17,74.36,2
870,871,mborelo6@nsw.gov.au,Male,23,13.32,1.91,3.25,94.08,100.49,136.03,32.13,36.88,5
871,872,begdaleo7@wsj.com,Male,65,6.15,33.64,2.59,65.59,177.47,34.72,4.42,8.52,2
872,873,rnewardo8@ifeng.com,Female,32,11.83,54.74,36.91,2.93,166.6,161.75,45.43,64.7,1
873,874,fugolinio9@smh.com.au,Male,38,7.83,16.77,39.13,54.92,28.0,112.7,40.91,23.5,5
874,875,nnurcombeoa@youtu.be,Male,54,27.1,67.93,10.62,22.87,80.3,165.31,4.32,29.61,5
875,876,evellenderob@berkeley.edu,Female,58,16.35,50.6,21.35,79.4,134.32,193.64,17.2,52.87,1
876,877,sverneroc@vistaprint.com,Male,58,6.83,41.73,27.82,34.61,126.68,137.75,37.81,57.52,1
877,878,swarlawod@ustream.tv,Female,57,9.73,60.75,3.24,95.15,139.23,215.23,40.22,37.86,1
878,879,wcoeyoe@wikispaces.com,Male,60,17.27,54.43,26.14,35.58,155.17,182.38,15.97,35.13,1
879,880,bgillioof@foxnews.com,Male,23,38.77,73.6,49.3,57.82,101.57,156.64,32.12,9.98,5
880,881,alamingog@tinyurl.com,Female,24,36.08,69.45,45.34,91.25,66.27,59.72,31.28,5.52,2
881,882,hdelacourtoh@mit.edu,Male,66,42.05,16.31,23.23,12.33,30.39,7.16,21.46,52.72,2
882,883,bclaremontoi@g.co,Male,46,23.68,50.48,45.88,56.21,199.84,245.92,33.84,26.62,1
883,884,amerchantoj@hibu.com,Male,56,48.91,5.67,47.78,71.31,28.43,64.62,40.52,59.85,2
884,885,ejosefsenok@discovery.com,Female,46,19.46,42.57,2.45,11.64,173.24,48.49,8.47,23.82,2
885,886,zbranchol@google.com.br,Male,50,30.48,28.55,6.68,63.25,158.03,42.69,42.34,1.95,2
886,887,lcobbinom@webeden.co.uk,Male,49,26.95,49.77,46.99,27.32,176.25,143.71,15.91,16.82,1
887,888,dpohlingon@trellian.com,Female,66,8.77,3.26,21.01,68.04,37.78,225.29,9.4,62.7,5
888,889,bchownoo@about.com,Male,70,5.35,71.25,45.89,36.57,190.29,184.49,2.48,61.28,1
889,890,marltop@answers.com,Female,51,11.61,45.93,19.2,3.83,146.96,170.88,25.17,57.26,1
890,891,rattestoneoq@nps.gov,Female,45,28.11,13.72,33.79,51.04,38.84,157.18,36.03,34.26,5
891,892,aslessoror@tmall.com,Female,50,45.48,36.67,5.55,76.84,53.63,228.8,30.43,12.98,5
892,893,kelleringtonos@icq.com,Male,54,33.37,40.53,35.77,97.07,18.37,51.52,43.45,18.16,2
893,894,kgindghillot@intel.com,Male,49,47.76,67.28,47.2,37.36,8.84,168.5,5.72,37.35,5
894,895,tbackwellou@ucoz.com,Male,59,3.9,38.9,33.22,16.1,192.93,214.75,21.22,56.87,1
895,896,ascarreov@google.ru,Female,35,31.67,9.95,27.66,74.12,45.01,34.81,10.66,48.01,2
896,897,amonshallow@illinois.edu,Female,21,14.39,62.04,34.42,55.42,50.89,84.85,1.66,33.18,2
897,898,dgrzesiewiczox@aol.com,Female,61,9.19,71.05,27.16,45.45,27.91,202.7,28.49,43.02,5
898,899,rlemingoy@businesswire.com,Male,40,7.52,6.0,38.05,70.63,27.9,221.96,19.33,39.48,5
899,900,berrichiellooz@ucsd.edu,Female,48,41.48,11.11,41.11,51.55,114.34,72.51,40.2,54.04,2
900,901,rpaladinop0@cyberchimps.com,Female,43,17.88,46.59,1.34,29.94,178.95,138.33,33.79,20.46,1
901,902,akemmisp1@altervista.org,Female,58,4.59,21.14,18.51,29.03,13.1,63.17,30.6,62.93,2
902,903,fcarlesp2@nyu.edu,Male,67,10.86,68.54,13.38,38.19,35.22,7.99,23.11,42.93,2
903,904,sisenorp3@soup.io,Female,41,27.91,25.32,42.83,2.28,155.32,125.44,24.23,44.85,1
904,905,mmacmickanp4@plala.or.jp,Female,34,32.39,7.11,2.31,17.62,46.91,156.92,6.78,41.98,5
905,906,kcejkap5@jugem.jp,Male,42,5.3,5.08,36.94,91.66,194.22,134.8,10.23,35.1,1
906,907,oengelmannp6@sogou.com,Female,66,39.99,53.06,5.97,81.65,127.62,106.15,43.19,7.76,2
907,908,hhousdenp7@ibm.com,Male,63,24.28,41.44,49.0,60.75,134.0,171.34,24.4,3.07,1
908,909,jtrailp8@google.com,Female,24,28.71,20.72,3.19,2.06,6.73,129.4,30.77,11.72,5
909,910,aainscoughp9@jugem.jp,Male,33,7.52,10.08,47.31,7.71,144.37,126.85,6.14,23.8,1
910,911,aklugpa@squarespace.com,Male,22,34.84,54.43,49.3,28.67,33.65,169.82,1.42,5.91,5
911,912,cmorsompb@istockphoto.com,Male,70,18.5,33.62,12.1,58.49,3.0,122.18,26.03,31.65,5
912,913,askipseypc@utexas.edu,Female,64,36.79,30.17,21.72,91.37,41.35,208.88,11.28,3.12,5
913,914,gmccorypd@cnbc.com,Male,59,10.75,15.97,14.58,22.73,46.94,4.67,21.5,20.96,2
914,915,ctimsonpe@mapquest.com,Male,58,12.97,72.01,24.3,29.58,150.44,168.74,42.44,66.11,1
915,916,amerrienpf@accuweather.com,Female,53,38.56,62.6,31.82,60.11,133.03,28.34,14.93,16.65,2
916,917,hfewlesspg@marketwatch.com,Male,33,43.55,23.74,36.79,82.8,162.12,192.79,8.66,52.2,1
917,918,bphillipph@netvibes.com,Male,27,48.12,19.01,2.82,20.23,85.59,228.13,27.25,63.63,5
918,919,vmarconepi@usda.gov,Female,70,44.56,71.17,1.78,74.37,27.93,26.87,26.36,21.2,2
919,920,cjenikpj@reuters.com,Female,39,5.47,37.96,11.44,54.25,170.26,13.58,39.01,41.83,2
920,921,kglasbeypk@google.com.br,Male,53,36.81,71.96,26.76,2.83,6.68,43.76,44.26,14.03,2
921,922,jadamiecpl@home.pl,Female,41,15.96,2.16,11.22,93.81,26.56,175.24,45.26,12.15,5
922,923,kfarnhampm@opera.com,Female,30,31.26,43.83,37.43,60.95,27.73,90.83,23.33,43.19,2
923,924,nbravepn@omniture.com,Female,22,12.37,69.43,37.27,73.58,15.84,208.01,29.59,40.42,5
924,925,lliklypo@last.fm,Male,20,25.5,34.63,35.41,78.81,72.48,118.33,10.6,26.87,5
925,926,fcrossepp@redcross.org,Female,49,49.75,65.21,13.3,53.34,186.76,42.45,3.92,45.6,2
926,927,cshapirapq@newsvine.com,Male,47,38.44,32.04,12.48,7.87,59.77,16.62,28.03,58.44,2
927,928,cstribblingpr@prlog.org,Male,51,31.31,39.02,6.95,13.61,34.3,180.96,38.64,27.02,5
928,929,sleanps@hp.com,Female,58,40.37,26.33,19.59,24.29,12.02,36.74,34.42,36.26,2
929,930,wbaxillpt@china.com.cn,Male,26,22.36,70.92,49.0,12.03,128.44,212.84,21.28,27.88,1
930,931,jgrasspu@noaa.gov,Female,24,44.99,66.74,25.39,86.52,69.8,218.73,3.23,46.83,5
931,932,lcorthespv@ycombinator.com,Male,64,47.2,21.76,41.89,35.99,105.65,178.91,0.61,61.84,1
932,933,bmatussowpw@newyorker.com,Male,33,4.79,14.52,37.94,93.51,110.72,50.91,8.2,7.43,2
933,934,omatzelpx@blogspot.com,Male,49,26.16,8.78,40.72,68.39,107.85,96.7,10.75,42.52,2
934,935,dgooldingpy@histats.com,Male,70,37.54,14.63,2.66,96.3,129.88,166.7,34.44,19.72,1
935,936,tbashampz@nymag.com,Male,23,31.84,37.73,47.24,27.44,102.75,201.41,7.62,47.91,5
936,937,kvonderemptenq0@prweb.com,Male,46,31.28,48.34,7.59,58.49,103.49,152.43,45.38,56.94,1
937,938,scraykq1@alexa.com,Female,47,28.09,32.84,37.16,90.41,149.84,61.15,22.05,48.26,2
938,939,abollardq2@disqus.com,Female,31,8.82,29.7,3.83,3.63,50.69,58.18,19.66,14.15,2
939,940,wbuttnerq3@last.fm,Male,49,35.84,46.65,3.18,71.81,71.05,184.9,2.12,5.55,5
940,941,jovillq4@vkontakte.ru,Male,34,31.66,25.81,13.99,23.42,30.5,139.12,35.83,61.75,5
941,942,jdoltonq5@spiegel.de,Male,52,25.83,53.25,1.96,26.69,153.53,145.77,37.31,47.66,1
942,943,tbathoeq6@blog.com,Female,41,16.69,45.99,39.24,58.95,98.62,75.12,40.46,69.02,2
943,944,mcutajarq7@home.pl,Female,52,34.04,16.25,29.85,26.82,166.78,2.0,30.87,26.15,2
944,945,gparksq8@skype.com,Male,65,29.87,6.42,26.46,13.7,109.7,45.69,41.21,72.73,2
945,946,acotesq9@dropbox.com,Female,42,26.14,40.66,3.5,46.91,108.54,96.62,7.38,62.66,2
946,947,dvinsenqa@sitemeter.com,Male,24,42.85,26.5,33.4,22.57,103.77,168.49,48.46,8.45,1
947,948,pdeavilleqb@skyrock.com,Female,36,2.59,49.49,32.66,31.63,34.74,13.13,27.86,52.34,2
948,949,ipaschkeqc@scientificamerican.com,Female,38,40.06,61.53,4.13,10.54,181.58,249.62,46.99,58.61,1
949,950,byantsevqd@blogs.com,Female,59,4.09,16.11,44.2,63.9,0.01,113.1,8.86,53.94,5
950,951,tholdallqe@ucla.edu,Female,39,19.87,57.72,39.49,44.43,74.25,184.07,29.61,47.65,5
951,952,hsussamsqf@tmall.com,Male,36,10.32,3.11,9.83,77.19,3.36,243.63,11.68,16.76,5
952,953,fcharlickqg@goo.ne.jp,Male,70,7.88,62.9,29.63,0.45,54.56,96.02,32.12,24.18,2
953,954,vsadgroveqh@w3.org,Male,66,24.17,65.71,26.09,41.46,53.09,34.22,14.77,70.74,2
954,955,thebnerqi@columbia.edu,Female,54,10.15,34.99,5.11,42.6,77.76,57.26,31.19,23.94,2
955,956,sbrunickeqj@360.cn,Female,30,30.89,2.27,33.91,29.39,46.06,117.26,1.6,41.32,5
956,957,eburdeqk@networkadvertising.org,Male,43,16.87,28.52,42.8,91.71,190.79,67.49,1.77,2.3,2
957,958,rsussemsql@yahoo.co.jp,Male,39,0.57,2.71,16.26,95.9,40.43,20.65,6.5,73.37,2
958,959,fbentzqm@php.net,Female,34,21.73,8.25,33.95,7.42,74.11,179.41,42.26,64.98,5
959,960,eperriqn@odnoklassniki.ru,Male,31,15.27,59.52,24.87,12.01,98.52,42.59,10.85,35.19,2
960,961,wstoeckqo@cornell.edu,Male,22,17.79,41.35,2.36,69.17,194.7,169.81,30.34,63.39,1
961,962,tetchellqp@wordpress.org,Female,62,41.89,35.83,5.26,55.41,189.88,134.97,31.75,34.65,1
962,963,mdownseqq@amazon.co.uk,Female,44,14.43,74.69,33.78,99.36,96.41,228.69,4.99,55.79,5
963,964,wdenziloeqr@walmart.com,Female,26,23.45,65.86,17.87,79.12,56.11,22.6,40.71,31.73,2
964,965,igianniqs@irs.gov,Male,26,17.16,17.87,6.56,75.11,131.97,115.46,41.25,9.84,1
965,966,tfleetqt@google.com,Male,39,38.25,23.84,15.96,66.69,35.92,247.41,8.49,49.84,5
966,967,fwhardleyqu@bizjournals.com,Female,28,28.51,1.73,41.1,10.63,15.83,21.92,12.26,30.73,2
967,968,ydugglebyqv@twitpic.com,Male,37,44.61,25.54,8.79,83.59,4.61,187.48,34.77,69.96,5
968,969,dquanqw@yandex.ru,Female,51,12.32,50.21,38.98,83.97,105.11,58.42,38.06,21.83,2
969,970,cscoatesqx@joomla.org,Female,55,15.07,52.86,15.05,91.03,1.72,240.2,47.03,21.9,5
970,971,asilcoxqy@comcast.net,Male,50,19.59,31.5,32.68,72.76,154.18,5.93,8.06,31.25,2
971,972,brablanqz@sun.com,Male,32,0.07,3.38,21.88,85.82,62.68,171.41,6.65,25.43,5
972,973,dsaltmarshr0@facebook.com,Male,55,1.99,52.91,43.77,37.64,141.04,156.58,14.9,25.92,1
973,974,cupwoodr1@ft.com,Male,56,46.22,41.77,34.34,74.2,139.1,100.06,2.18,38.54,2
974,975,dpattersonr2@1und1.de,Female,61,5.44,56.44,10.19,56.54,110.87,121.8,9.82,25.17,1
975,976,fslowgrover3@vistaprint.com,Female,56,11.31,9.08,4.77,33.3,24.2,184.58,31.56,50.21,5
